"","CustomerID","recency","frequenci","monitery","Recency_group","Frequency_group","mon_value_group","log_recency","log_frequency","log_monitery"
"1884","14916",93,4,317.245,"old","frequent","large",4.53259949315326,1.38629436111989,5.75967434602901
"1885","14918",138,2,805.075,"old","rare","very large",4.92725368515721,0.693147180559945,6.69093544078059
"1886","14920",235,2,488.885,"oldest","rare","very large",5.45958551414416,0.693147180559945,6.19212728799304
"1887","14921",53,2,658.035,"recent","rare","very large",3.97029191355212,0.693147180559945,6.48925812140006
"1888","14923",73,1,749.1,"recent","very rare","very large",4.29045944114839,0,6.61887248595384
"1889","14924",268,1,310.05,"oldest","very rare","large",5.59098698051086,0,5.73673357479589
"1890","14929",55,1,223.88,"recent","very rare","medium",4.00733318523247,0,5.41111019402316
"1891","14930",131,3,790.953333333333,"old","rare","very large",4.87519732320115,1.09861228866811,6.67323896897711
"1892","14931",27,5,251.536,"very recent","frequent","medium",3.29583686600433,1.6094379124341,5.52758612044916
"1893","14932",388,1,363.53,"oldest","very rare","large",5.96100533962327,0,5.89586182451719
"1894","14934",104,2,945.47,"old","rare","very large",4.64439089914137,0.693147180559945,6.85168215835134
"1895","14935",320,1,1784.71,"oldest","very rare","very large",5.76832099579377,0,7.48701121602888
"1896","14936",56,8,1017.1275,"recent","frequent","very large",4.02535169073515,2.07944154167984,6.92473775692212
"1897","14937",79,3,540.626666666667,"old","rare","very large",4.36944785246702,1.09861228866811,6.29272896053303
"1898","14944",52,12,491.6875,"recent","very frequent","very large",3.95124371858143,2.484906649788,6.19784335208946
"1899","14946",37,1,100.9,"very recent","very rare","small",3.61091791264422,0,4.61412992735956
"1900","14947",95,2,145.41,"old","rare","small",4.55387689160054,0.693147180559945,4.97955733852539
"1901","14948",46,6,183.661666666667,"recent","frequent","medium",3.8286413964891,1.79175946922805,5.21309529688376
"1902","14950",42,1,371.2,"recent","very rare","large",3.73766961828337,0,5.91674100091205
"1903","14951",102,1,311.69,"old","very rare","large",4.62497281328427,0,5.7420091041284
"1904","14952",82,11,736.317272727273,"old","very frequent","very large",4.40671924726425,2.39789527279837,6.60166110291695
"1905","14953",48,1,289.82,"recent","very rare","medium",3.87120101090789,0,5.66926004061778
"1906","14954",35,1,336.17,"very recent","very rare","large",3.55534806148941,0,5.81761698439341
"1907","14957",276,1,58.49,"oldest","very rare","small",5.62040086571715,0,4.06885579945493
"1908","14958",170,3,166.56,"oldest","rare","small",5.13579843705026,1.09861228866811,5.11535560486666
"1909","14959",87,4,173.855,"old","frequent","small",4.46590811865458,1.38629436111989,5.15822161846595
"1910","14960",31,2,110.635,"very recent","rare","small",3.43398720448515,0.693147180559945,4.70623649472289
"1911","14961",33,9,782.742222222222,"very recent","frequent","very large",3.49650756146648,2.19722457733622,6.66280342367963
"1912","14962",293,1,126.7,"oldest","very rare","small",5.68017260901707,0,4.84182208732709
"1913","14963",32,5,297.56,"very recent","frequent","large",3.46573590279973,1.6094379124341,5.69561588532314
"1914","14964",270,1,206.21,"oldest","very rare","medium",5.59842195899838,0,5.32889506701217
"1915","14965",119,2,299.5,"old","rare","large",4.77912349311153,0.693147180559945,5.7021144175555
"1916","14966",37,1,191.32,"very recent","very rare","medium",3.61091791264422,0,5.2539474188121
"1917","14967",72,1,463.8,"recent","very rare","very large",4.27666611901606,0,6.13945342482143
"1918","14968",53,1,147.59,"recent","very rare","small",3.97029191355212,0,4.99443815919368
"1919","14970",91,4,398.015,"old","frequent","large",4.51085950651685,1.38629436111989,5.98648969301646
"1920","14971",58,3,372.19,"recent","rare","large",4.06044301054642,1.09861228866811,5.91940447657156
"1921","14972",151,1,114.77,"old","very rare","small",5.01727983681492,0,4.74293012569258
"1922","14973",130,3,438.15,"old","rare","very large",4.86753445045558,1.09861228866811,6.08256131750186
"1923","14974",60,1,114.39,"recent","very rare","small",4.0943445622221,0,4.73961366253758
"1924","14975",80,1,279.94,"old","very rare","medium",4.38202663467388,0,5.6345752944925
"1925","14976",80,7,112.98,"old","frequent","small",4.38202663467388,1.94591014905531,4.72721081189712
"1926","14978",95,5,386.284,"old","frequent","large",4.55387689160054,1.6094379124341,5.95657285022787
"1927","14981",269,1,102.12,"oldest","very rare","small",5.59471137960184,0,4.62614859237328
"1928","14984",42,2,106.635,"recent","rare","small",3.73766961828337,0.693147180559945,4.66941178804956
"1929","14985",221,2,148.375,"oldest","rare","small",5.39816270151775,0.693147180559945,4.99974285292983
"1930","14987",38,2,163.2,"very recent","rare","small",3.63758615972639,0.693147180559945,5.09497644253001
"1931","14988",234,1,334.54,"oldest","very rare","large",5.4553211153577,0,5.81275645388386
"1932","14995",61,2,116.615,"recent","rare","small",4.11087386417331,0.693147180559945,4.75887791058231
"1933","14997",69,3,182.066666666667,"recent","rare","medium",4.23410650459726,1.09861228866811,5.20437292037149
"1934","14998",193,2,214.935,"oldest","rare","medium",5.26269018890489,0.693147180559945,5.37033565683668
"1935","15000",70,1,490.52,"recent","very rare","very large",4.24849524204936,0,6.19546605289383
"1936","15002",138,4,410.44,"old","frequent","large",4.92725368515721,1.38629436111989,6.01722975499401
"1937","15004",170,1,1246.32,"oldest","very rare","very large",5.13579843705026,0,7.12795048820417
"1938","15005",38,28,225.591785714286,"very recent","very frequent","medium",3.63758615972639,3.3322045101752,5.41872710812008
"1939","15006",74,1,502.09,"old","very rare","very large",4.30406509320417,0,6.218779386491
"1940","15007",182,1,156.91,"oldest","very rare","small",5.2040066870768,0,5.05567239257098
"1941","15009",35,3,420.593333333333,"very recent","rare","large",3.55534806148941,1.09861228866811,6.0416664127705
"1942","15010",58,1,308.94,"recent","very rare","large",4.06044301054642,0,5.7331470832861
"1943","15012",76,2,211.52,"old","rare","medium",4.33073334028633,0.693147180559945,5.35431955666332
"1944","15014",66,2,130.085,"recent","rare","small",4.18965474202643,0.693147180559945,4.86818808294516
"1945","15016",195,1,170.04,"oldest","very rare","small",5.27299955856375,0,5.13603370349059
"1946","15017",56,1,125.58,"recent","very rare","small",4.02535169073515,0,4.83294300568596
"1947","15018",61,3,165.403333333333,"recent","rare","small",4.11087386417331,1.09861228866811,5.10838693555057
"1948","15019",289,1,266,"oldest","very rare","medium",5.66642668811243,0,5.5834963087817
"1949","15021",31,9,212.757777777778,"very recent","frequent","medium",3.43398720448515,2.19722457733622,5.36015432508267
"1950","15022",34,4,226.26,"very recent","frequent","medium",3.52636052461616,1.38629436111989,5.42168478049832
"1951","15023",26,11,618.432727272727,"very recent","very frequent","very large",3.25809653802148,2.39789527279837,6.42718841837081
"1952","15024",32,10,166.133,"very recent","frequent","small",3.46573590279973,2.30258509299405,5.11278867238257
"1953","15025",56,1,377.01,"recent","very rare","large",4.02535169073515,0,5.93227171229516
"1954","15026",103,3,156.333333333333,"old","rare","small",4.63472898822964,1.09861228866811,5.05199047977817
"1955","15027",53,4,266.5375,"recent","frequent","medium",3.97029191355212,1.38629436111989,5.58551494665235
"1956","15028",31,4,156.7825,"very recent","frequent","small",3.43398720448515,1.38629436111989,5.05485949454491
"1957","15030",94,2,259.14,"old","rare","medium",4.54329478227,0.693147180559945,5.55736845620067
"1958","15031",27,4,167.035,"very recent","frequent","small",3.29583686600433,1.38629436111989,5.11820337129608
"1959","15032",279,3,1653.03333333333,"oldest","rare","very large",5.63121178182137,1.09861228866811,7.41036726297363
"1960","15033",27,10,258.667,"very recent","frequent","medium",3.29583686600433,2.30258509299405,5.55554152017407
"1961","15034",38,8,538.57625,"very recent","frequent","very large",3.63758615972639,2.07944154167984,6.28892908360131
"1962","15035",112,1,252.73,"old","very rare","medium",4.71849887129509,0,5.53232172519499
"1963","15036",95,3,155.183333333333,"old","rare","small",4.55387689160054,1.09861228866811,5.04460721366643
"1964","15038",81,6,117.581666666667,"old","frequent","small",4.39444915467244,1.79175946922805,4.76713312761992
"1965","15039",32,47,423.711489361702,"very recent","very frequent","large",3.46573590279973,3.85014760171006,6.04905277400242
"1966","15041",193,1,180.35,"oldest","very rare","medium",5.26269018890489,0,5.19489940734955
"1967","15042",222,1,135.93,"oldest","very rare","small",5.40267738187228,0,4.91214004734716
"1968","15043",54,1,537,"recent","very rare","very large",3.98898404656427,0,6.28599809450886
"1969","15044",42,17,452.954705882353,"recent","very frequent","very large",3.73766961828337,2.83321334405622,6.11579213346933
"1970","15045",174,2,367.83,"oldest","rare","large",5.15905529921453,0.693147180559945,5.90762087491241
"1971","15046",32,15,347.584666666667,"very recent","very frequent","large",3.46573590279973,2.70805020110221,5.85100828041214
"1972","15047",292,1,343.62,"oldest","very rare","large",5.67675380226828,0,5.83953639563382
"1973","15048",88,4,96.0125,"old","frequent","small",4.47733681447821,1.38629436111989,4.5644783913248
"1974","15049",296,1,121.17,"oldest","very rare","small",5.69035945432406,0,4.79719451824343
"1975","15050",48,3,594.03,"recent","rare","very large",3.87120101090789,1.09861228866811,6.38692982313781
"1976","15051",46,3,463.87,"recent","rare","very large",3.8286413964891,1.09861228866811,6.13960434055684
"1977","15052",342,1,215.78,"oldest","very rare","medium",5.8348107370626,0,5.37425937012319
"1978","15053",27,3,232.596666666667,"very recent","rare","medium",3.29583686600433,1.09861228866811,5.44930590922808
"1979","15054",35,2,151.05,"very recent","rare","small",3.55534806148941,0.693147180559945,5.01761090783268
"1980","15057",298,2,744.75,"oldest","rare","very large",5.6970934865054,0.693147180559945,6.61304859159339
"1981","15058",48,11,193.180909090909,"recent","very frequent","medium",3.87120101090789,2.39789527279837,5.26362710266672
"1982","15059",63,9,148.635555555556,"recent","frequent","small",4.14313472639153,2.19722457733622,5.00149737388892
"1983","15060",31,4,75.7725,"very recent","frequent","small",3.43398720448515,1.38629436111989,4.32773542998786
"1984","15061",26,48,1136.12791666667,"very recent","very frequent","very large",3.25809653802148,3.87120101090789,7.03538119564142
"1985","15062",94,4,246.965,"old","frequent","medium",4.54329478227,1.38629436111989,5.50924662618267
"1986","15063",236,1,370.8,"oldest","very rare","large",5.46383180502561,0,5.9156628336917
"1987","15065",60,4,789.5325,"recent","frequent","very large",4.0943445622221,1.38629436111989,6.67144099814292
"1988","15066",76,1,893.59,"old","very rare","very large",4.33073334028633,0,6.79524705700303
"1989","15067",101,3,581.586666666667,"old","rare","very large",4.61512051684126,1.09861228866811,6.36576000069288
"1990","15068",69,2,276.68,"recent","rare","medium",4.23410650459726,0.693147180559945,5.62286160373238
"1991","15069",202,1,1109.53,"oldest","very rare","very large",5.30826769740121,0,7.01169178121395
"1992","15070",395,1,106.2,"oldest","very rare","small",5.97888576490112,0,4.66532410880784
"1993","15071",116,2,491.035,"old","rare","very large",4.75359019110636,0.693147180559945,6.19651540834972
"1994","15073",32,3,347.803333333333,"very recent","rare","large",3.46573590279973,1.09861228866811,5.85163718592639
"1995","15074",128,1,748.87,"old","very rare","very large",4.85203026391962,0,6.61856540370011
"1996","15075",100,1,773.03,"old","very rare","very large",4.60517018598809,0,6.65031785766616
"1997","15076",195,1,880.85,"oldest","very rare","very large",5.27299955856375,0,6.78088735037315
"1998","15078",30,32,304.4721875,"very recent","very frequent","large",3.40119738166216,3.46573590279973,5.71857974471892
"1999","15079",235,4,223.9025,"oldest","frequent","medium",5.45958551414416,1.38629436111989,5.41121068924135
"2000","15081",45,5,100.96,"recent","frequent","small",3.80666248977032,1.6094379124341,4.6147243987929
"2001","15083",279,1,88.2,"oldest","very rare","small",5.63121178182137,0,4.47960696301275
"2002","15087",304,1,306.94,"oldest","very rare","large",5.71702770140622,0,5.72665228874695
"2003","15088",44,2,580.035,"recent","rare","very large",3.78418963391826,0.693147180559945,6.36308844654738
"2004","15089",33,6,403.473333333333,"very recent","frequent","large",3.49650756146648,1.79175946922805,6.00011039713284
"2005","15090",331,1,381.32,"oldest","very rare","large",5.80211837537706,0,5.94363891762538
"2006","15091",90,1,480.71,"old","very rare","very large",4.49980967033027,0,6.17526417767917
"2007","15092",238,2,228.905,"oldest","rare","medium",5.47227067367148,0.693147180559945,5.43330707031978
"2008","15093",41,6,766.17,"recent","frequent","very large",3.71357206670431,1.79175946922805,6.64140407723218
"2009","15095",126,4,342.65,"old","frequent","large",4.83628190695148,1.38629436111989,5.83670951803183
"2010","15096",65,1,219.39,"recent","very rare","medium",4.17438726989564,0,5.39085096795097
"2011","15097",27,1,248.08,"very recent","very rare","medium",3.29583686600433,0,5.51375127479219
"2012","15098",205,3,13305.5,"oldest","rare","very large",5.32300997913841,1.09861228866811,9.49593276256288
"2013","15099",107,1,410.48,"old","very rare","large",4.67282883446191,0,6.01732720663371
"2014","15100",356,3,292,"oldest","rare","medium",5.87493073085203,1.09861228866811,5.67675380226828
"2015","15101",31,2,158.765,"very recent","rare","small",3.43398720448515,0.693147180559945,5.06742512149805
"2016","15103",54,2,351.68,"recent","rare","large",3.98898404656427,0.693147180559945,5.86272167121526
"2017","15104",219,2,513.72,"oldest","rare","very large",5.3890717298165,0.693147180559945,6.24167836994486
"2018","15105",41,7,328.418571428571,"recent","frequent","large",3.71357206670431,1.94591014905531,5.79428892722344
"2019","15106",40,5,284.504,"very recent","frequent","medium",3.68887945411394,1.6094379124341,5.6507473132215
"2020","15107",334,6,53.25,"oldest","frequent","small",5.8111409929767,1.79175946922805,3.97499780458953
"2021","15108",164,4,325.0625,"old","frequent","large",5.0998664278242,1.38629436111989,5.78401747153329
"2022","15109",268,1,484.95,"oldest","very rare","very large",5.59098698051086,0,6.18404579283955
"2023","15110",46,4,249.025,"recent","frequent","medium",3.8286413964891,1.38629436111989,5.51755329303123
"2024","15111",52,3,522.493333333333,"recent","rare","very large",3.95124371858143,1.09861228866811,6.25861222458691
"2025","15113",32,3,1203.11,"very recent","rare","very large",3.46573590279973,1.09861228866811,7.09266514986596
"2026","15114",53,10,276.056,"recent","frequent","medium",3.97029191355212,2.30258509299405,5.62060374368675
"2027","15115",41,1,340.11,"recent","very rare","large",3.71357206670431,0,5.82926909469762
"2028","15116",40,4,338.1875,"very recent","frequent","large",3.68887945411394,1.38629436111989,5.82360047540295
"2029","15117",37,5,310.356,"very recent","frequent","large",3.61091791264422,1.6094379124341,5.7377200256839
"2030","15118",157,1,244.8,"old","very rare","medium",5.05624580534831,0,5.50044155063817
"2031","15119",268,1,266.4,"oldest","very rare","medium",5.59098698051086,0,5.58499893866623
"2032","15120",156,1,358.82,"old","very rare","large",5.04985600724954,0,5.88282086999124
"2033","15121",73,2,228.86,"recent","rare","medium",4.29045944114839,0.693147180559945,5.43311046288957
"2034","15122",137,3,544.593333333333,"old","rare","very large",4.91998092582813,1.09861228866811,6.30003933876432
"2035","15123",30,2,1099.655,"very recent","rare","very large",3.40119738166216,0.693147180559945,7.00275177322866
"2036","15124",45,2,92.095,"recent","rare","small",3.80666248977032,0.693147180559945,4.52282065297107
"2037","15125",48,15,768.565333333333,"recent","very frequent","very large",3.87120101090789,2.70805020110221,6.64452557346188
"2038","15127",88,1,406.53,"old","very rare","large",4.47733681447821,0,6.00765772700273
"2039","15128",83,4,367.75,"old","frequent","large",4.4188406077966,1.38629436111989,5.90740335948155
"2040","15129",73,11,313.4,"recent","very frequent","large",4.29045944114839,2.39789527279837,5.74748032992192
"2041","15130",192,1,330.11,"oldest","very rare","large",5.25749537202778,0,5.79942593225065
"2042","15132",41,5,195.586,"recent","frequent","medium",3.71357206670431,1.6094379124341,5.276000180397
"2043","15133",150,3,327.473333333333,"old","rare","large",5.01063529409626,1.09861228866811,5.79140662682373
"2044","15134",37,8,173.49875,"very recent","frequent","small",3.61091791264422,2.07944154167984,5.15617039475001
"2045","15135",262,1,139.05,"oldest","very rare","small",5.5683445037611,0,4.93483358067997
"2046","15136",25,4,321.675,"very recent","frequent","large",3.2188758248682,1.38629436111989,5.77354171907105
"2047","15139",262,2,89.48,"oldest","rare","small",5.5683445037611,0.693147180559945,4.49401513662193
"2048","15140",75,7,336.321428571429,"old","frequent","large",4.31748811353631,1.94591014905531,5.81806733533486
"2049","15142",69,1,498.74,"recent","very rare","very large",4.23410650459726,0,6.21208491787775
"2050","15143",248,1,259.45,"oldest","very rare","medium",5.51342874616498,0,5.55856400581375
"2051","15144",31,17,387.084705882353,"very recent","very frequent","large",3.43398720448515,2.83321334405622,5.95864354732841
"2052","15145",27,4,298.6825,"very recent","frequent","large",3.29583686600433,1.38629436111989,5.69938113629452
"2053","15146",187,2,663.58,"oldest","rare","very large",5.23110861685459,0.693147180559945,6.49764941922438
"2054","15147",263,1,623.5,"oldest","very rare","very large",5.57215403217776,0,6.43534876512009
"2055","15148",33,1,301.29,"very recent","very rare","large",3.49650756146648,0,5.70807325607336
"2056","15149",156,1,520.8,"old","very rare","very large",5.04985600724954,0,6.25536609089436
"2057","15150",40,10,531.447,"very recent","frequent","very large",3.68887945411394,2.30258509299405,6.27560347502999
"2058","15152",32,13,365.053076923077,"very recent","very frequent","large",3.46573590279973,2.56494935746154,5.90004275923818
"2059","15153",54,1,329.25,"recent","very rare","large",3.98898404656427,0,5.79681734062339
"2060","15154",98,1,296.42,"old","very rare","large",4.58496747867057,0,5.69177736752877
"2061","15156",24,3,320.496666666667,"very recent","rare","large",3.17805383034795,1.09861228866811,5.76987187589062
"2062","15157",26,3,645.356666666667,"very recent","rare","very large",3.25809653802148,1.09861228866811,6.46980313553956
"2063","15158",68,1,401.4,"recent","very rare","large",4.21950770517611,0,5.99495843636224
"2064","15159",24,30,621.367,"very recent","very frequent","very large",3.17805383034795,3.40119738166216,6.43192188965885
"2065","15160",380,1,158.16,"oldest","very rare","small",5.94017125272043,0,5.06360717886236
"2066","15163",41,2,152.235,"recent","rare","small",3.71357206670431,0.693147180559945,5.02542537956889
"2067","15164",91,3,281.016666666667,"old","rare","medium",4.51085950651685,1.09861228866811,5.63841397955588
"2068","15165",396,1,487.75,"oldest","very rare","very large",5.98141421125448,0,6.18980297950322
"2069","15167",343,1,163,"oldest","very rare","small",5.83773044716594,0,5.09375020080676
"2070","15168",48,1,106.56,"recent","very rare","small",3.87120101090789,0,4.66870820679208
"2071","15171",354,1,1289.5,"oldest","very rare","very large",5.86929691313377,0,7.1620098253214
"2072","15172",31,5,324.81,"very recent","frequent","large",3.43398720448515,1.6094379124341,5.78324039599092
"2073","15174",345,1,135.75,"oldest","very rare","small",5.84354441703136,0,4.91081495881404
"2074","15175",94,1,224.14,"old","very rare","medium",4.54329478227,0,5.41227085662388
"2075","15178",283,1,40.5,"oldest","very rare","small",5.64544689764324,0,3.70130197411249
"2076","15179",41,5,441.39,"recent","frequent","very large",3.71357206670431,1.6094379124341,6.08992883837797
"2077","15180",390,1,87.5,"oldest","very rare","small",5.96614673912369,0,4.47163879336357
"2078","15181",89,3,229.826666666667,"old","rare","medium",4.48863636973214,1.09861228866811,5.43732540161808
"2079","15182",177,2,311.425,"oldest","rare","large",5.17614973257383,0.693147180559945,5.74115853877216
"2080","15184",52,2,203.38,"recent","rare","medium",3.95124371858143,0.693147180559945,5.31507615036299
"2081","15185",93,1,310.62,"old","very rare","large",4.53259949315326,0,5.73857030014187
"2082","15186",37,2,205.705,"very recent","rare","medium",3.61091791264422,0.693147180559945,5.32644310360705
"2083","15187",24,16,298.57375,"very recent","very frequent","large",3.17805383034795,2.77258872223978,5.69901697099293
"2084","15189",24,41,395.741219512195,"very recent","very frequent","large",3.17805383034795,3.71357206670431,5.98076051155907
"2085","15192",142,3,348.106666666667,"old","rare","large",4.95582705760126,1.09861228866811,5.8525089462188
"2086","15193",83,1,499.32,"old","very rare","very large",4.4188406077966,0,6.21324717278285
"2087","15194",26,15,507.768666666667,"very recent","very frequent","very large",3.25809653802148,2.70805020110221,6.23002596328383
"2088","15195",25,1,3861,"very recent","very rare","very large",3.2188758248682,0,8.25868149626424
"2089","15197",33,3,359.87,"very recent","rare","large",3.49650756146648,1.09861228866811,5.88574285512273
"2090","15198",115,2,96.82,"old","rare","small",4.74493212836325,0.693147180559945,4.57285358451155
"2091","15199",82,4,317.175,"old","frequent","large",4.40671924726425,1.38629436111989,5.75945367202666
"2092","15201",110,5,247.308,"old","frequent","medium",4.70048036579242,1.6094379124341,5.51063452337737
"2093","15203",48,6,304.633333333333,"recent","frequent","large",3.87120101090789,1.79175946922805,5.71910886761005
"2094","15204",380,1,316.58,"oldest","very rare","large",5.94017125272043,0,5.75757597425759
"2095","15205",108,2,326.62,"old","rare","large",4.68213122712422,0.693147180559945,5.7887974156486
"2096","15206",33,4,105.075,"very recent","frequent","small",3.49650756146648,1.38629436111989,4.65467438089118
"2097","15208",24,5,174.024,"very recent","frequent","small",3.17805383034795,1.6094379124341,5.1591932207374
"2098","15210",248,1,331.18,"oldest","very rare","large",5.51342874616498,0,5.80266203421434
"2099","15211",83,2,447.205,"old","rare","very large",4.4188406077966,0.693147180559945,6.10301710245817
"2100","15212",264,1,101.8,"oldest","very rare","small",5.57594910314632,0,4.62301010411642
"2101","15213",341,2,164.175,"oldest","rare","small",5.83188247728352,0.693147180559945,5.10093293207704
"2102","15214",24,8,207.68,"very recent","frequent","medium",3.17805383034795,2.07944154167984,5.33599843351573
"2103","15215",69,3,244.98,"recent","rare","medium",4.23410650459726,1.09861228866811,5.50117657455954
"2104","15216",110,1,96.6,"old","very rare","small",4.70048036579242,0,4.57057874121847
"2105","15218",33,11,523.353636363636,"very recent","very frequent","very large",3.49650756146648,2.39789527279837,6.26025740452102
"2106","15219",199,1,305.75,"oldest","very rare","large",5.29330482472449,0,5.72276777456728
"2107","15220",74,6,296.493333333333,"old","frequent","large",4.30406509320417,1.79175946922805,5.69202473364312
"2108","15221",389,1,403.25,"oldest","very rare","large",5.96357934361845,0,5.99955671700532
"2109","15222",341,1,585,"oldest","very rare","very large",5.83188247728352,0,6.37161184723186
"2110","15223",248,2,377.875,"oldest","rare","large",5.51342874616498,0.693147180559945,5.93456345309962
"2111","15224",381,2,161.04,"oldest","rare","small",5.9427993751267,0.693147180559945,5.08165278133154
"2112","15225",257,1,409.4,"oldest","very rare","large",5.54907608489522,0,6.01469267322719
"2113","15226",333,1,154.41,"oldest","very rare","small",5.80814248998044,0,5.03961140233277
"2114","15227",59,5,243.88,"recent","frequent","medium",4.07753744390572,1.6094379124341,5.49667630103962
"2115","15228",89,4,846.6775,"old","frequent","very large",4.48863636973214,1.38629436111989,6.7413198665382
"2116","15230",262,2,214.8,"oldest","rare","medium",5.5683445037611,0.693147180559945,5.36970736263471
"2117","15232",136,2,306.03,"old","rare","large",4.91265488573605,0.693147180559945,5.72368313636254
"2118","15234",299,1,197,"oldest","very rare","medium",5.70044357339069,0,5.28320372873799
"2119","15235",240,12,187.2925,"oldest","very frequent","medium",5.48063892334199,2.484906649788,5.23267156593609
"2120","15236",321,1,321.05,"oldest","very rare","large",5.77144112313002,0,5.77159687424006
"2121","15237",24,4,353.08,"very recent","frequent","large",3.17805383034795,1.38629436111989,5.86669466015203
"2122","15238",52,3,357.33,"recent","rare","large",3.95124371858143,1.09861228866811,5.87865972456092
"2123","15239",33,2,390.295,"very recent","rare","large",3.49650756146648,0.693147180559945,5.96690286344604
"2124","15240",67,5,341.314,"recent","frequent","large",4.20469261939097,1.6094379124341,5.8328028747022
"2125","15241",89,8,219.555,"old","frequent","medium",4.48863636973214,2.07944154167984,5.39160277060402
"2126","15243",97,1,316.68,"old","very rare","large",4.57471097850338,0,5.75789180030323
"2127","15244",88,2,315.785,"old","rare","large",4.47733681447821,0.693147180559945,5.75506160227674
"2128","15245",157,3,838.613333333333,"old","rare","very large",5.05624580534831,1.09861228866811,6.73174973412533
"2129","15246",261,2,257.075,"oldest","rare","medium",5.56452040732269,0.693147180559945,5.54936787111525
"2130","15247",145,1,356,"old","very rare","large",4.97673374242057,0,5.87493073085203
"2131","15249",54,13,514.496923076923,"recent","very frequent","very large",3.98898404656427,2.56494935746154,6.24318957484208
"2132","15251",32,11,953.180909090909,"very recent","very frequent","very large",3.46573590279973,2.39789527279837,6.85980471679375
"2133","15252",59,2,370.39,"recent","rare","large",4.07753744390572,0.693147180559945,5.9145565045674
"2134","15253",39,5,183.64,"very recent","frequent","medium",3.66356164612965,1.6094379124341,5.21297731938102
"2135","15254",150,1,300.36,"old","very rare","large",5.01063529409626,0,5.70498175523168
"2136","15255",89,1,890.85,"old","very rare","very large",4.48863636973214,0,6.79217606312998
"2137","15256",171,1,98.45,"oldest","very rare","small",5.14166355650266,0,4.58954880508513
"2138","15257",306,1,317.15,"oldest","very rare","large",5.72358510195238,0,5.75937484807991
"2139","15258",191,2,311.58,"oldest","rare","large",5.25227342804663,0.693147180559945,5.74165612708428
"2140","15260",123,7,258.681428571429,"old","frequent","medium",4.81218435537242,1.94591014905531,5.55559729910616
"2141","15261",158,1,254.82,"old","very rare","medium",5.06259503302697,0,5.54055741355323
"2142","15262",346,1,178.95,"oldest","very rare","medium",5.84643877505772,0,5.18710643721203
"2143","15263",129,1,156.51,"old","very rare","small",4.85981240436167,0,5.05311990570241
"2144","15264",87,1,393.74,"old","very rare","large",4.46590811865458,0,5.97569079299194
"2145","15265",174,2,753.06,"oldest","rare","very large",5.15905529921453,0.693147180559945,6.62414490590041
"2146","15266",361,1,119.3,"oldest","very rare","small",5.88887795833288,0,4.78164132910387
"2147","15267",45,5,343.472,"recent","frequent","large",3.80666248977032,1.6094379124341,5.83910559451173
"2148","15269",46,1,408.8,"recent","very rare","large",3.8286413964891,0,6.01322603888949
"2149","15270",38,7,339.927142857143,"very recent","frequent","large",3.63758615972639,1.94591014905531,5.82873130893346
"2150","15271",30,15,167.138,"very recent","very frequent","small",3.40119738166216,2.70805020110221,5.11881981848518
"2151","15272",80,2,360.97,"old","rare","large",4.38202663467388,0.693147180559945,5.8887948523866
"2152","15274",27,2,358.285,"very recent","rare","large",3.29583686600433,0.693147180559945,5.8813287590751
"2153","15275",60,1,615.14,"recent","very rare","very large",4.0943445622221,0,6.42184988417637
"2154","15276",89,1,135.31,"old","very rare","small",4.48863636973214,0,4.90756844227555
"2155","15277",69,1,255.9,"recent","very rare","medium",4.23410650459726,0,5.54478674316574
"2156","15279",377,1,290.51,"oldest","very rare","medium",5.93224518744801,0,5.67163799910741
"2157","15280",195,1,113.12,"oldest","very rare","small",5.27299955856375,0,4.72844920214826
"2158","15281",81,9,259.127777777778,"old","frequent","medium",4.39444915467244,2.19722457733622,5.55732129053554
"2159","15286",72,1,240.55,"recent","very rare","medium",4.27666611901606,0,5.48292796814546
"2160","15287",45,2,243.345,"recent","rare","medium",3.80666248977032,0.693147180559945,5.49448018953047
"2161","15288",66,5,461.304,"recent","frequent","very large",4.18965474202643,1.6094379124341,6.13405726167294
"2162","15289",52,3,313.26,"recent","rare","large",3.95124371858143,1.09861228866811,5.74703351665052
"2163","15290",27,18,441.29,"very recent","very frequent","very large",3.29583686600433,2.89037175789616,6.08970225569698
"2164","15291",48,15,311.22,"recent","very frequent","large",3.87120101090789,2.70805020110221,5.74050005759136
"2165","15292",224,1,180.94,"oldest","very rare","medium",5.41164605185504,0,5.1981654845976
"2166","15296",73,6,612.143333333333,"recent","frequent","very large",4.29045944114839,1.79175946922805,6.41696645988369
"2167","15297",33,3,213.98,"very recent","rare","medium",3.49650756146648,1.09861228866811,5.36588255271046
"2168","15298",25,12,399.991666666667,"very recent","very frequent","large",3.2188758248682,2.484906649788,5.99144371355763
"2169","15299",90,7,643.858571428572,"old","frequent","very large",4.49980967033027,1.94591014905531,6.46747909240367
"2170","15300",87,1,496.44,"old","very rare","very large",4.46590811865458,0,6.20746263026132
"2171","15301",73,12,422.529166666667,"recent","very frequent","large",4.29045944114839,2.484906649788,6.0462584779451
"2172","15303",313,1,574.02,"oldest","very rare","very large",5.74620319054015,0,6.35266423891813
"2173","15304",83,8,86.8,"old","frequent","small",4.4188406077966,2.07944154167984,4.4636066216663
"2174","15306",87,3,391.45,"old","rare","large",4.46590811865458,1.09861228866811,5.96985779335392
