"","CustomerID","recency","frequenci","monitery","Recency_group","Frequency_group","mon_value_group"
"2065","15160",380,1,158.16,"oldest","very rare","small"
"2066","15163",41,2,152.235,"recent","rare","small"
"2067","15164",91,3,281.016666666667,"old","rare","medium"
"2068","15165",396,1,487.75,"oldest","very rare","very large"
"2069","15167",343,1,163,"oldest","very rare","small"
"2070","15168",48,1,106.56,"recent","very rare","small"
"2071","15171",354,1,1289.5,"oldest","very rare","very large"
"2072","15172",31,5,324.81,"very recent","frequent","large"
"2073","15174",345,1,135.75,"oldest","very rare","small"
"2074","15175",94,1,224.14,"old","very rare","medium"
"2075","15178",283,1,40.5,"oldest","very rare","small"
"2076","15179",41,5,441.39,"recent","frequent","very large"
"2077","15180",390,1,87.5,"oldest","very rare","small"
"2078","15181",89,3,229.826666666667,"old","rare","medium"
"2079","15182",177,2,311.425,"oldest","rare","large"
"2080","15184",52,2,203.38,"recent","rare","medium"
"2081","15185",93,1,310.62,"old","very rare","large"
"2082","15186",37,2,205.705,"very recent","rare","medium"
"2083","15187",24,16,298.57375,"very recent","very frequent","large"
"2084","15189",24,41,395.741219512195,"very recent","very frequent","large"
"2085","15192",142,3,348.106666666667,"old","rare","large"
"2086","15193",83,1,499.32,"old","very rare","very large"
"2087","15194",26,15,507.768666666667,"very recent","very frequent","very large"
"2088","15195",25,1,3861,"very recent","very rare","very large"
"2089","15197",33,3,359.87,"very recent","rare","large"
"2090","15198",115,2,96.82,"old","rare","small"
"2091","15199",82,4,317.175,"old","frequent","large"
"2092","15201",110,5,247.308,"old","frequent","medium"
"2093","15203",48,6,304.633333333333,"recent","frequent","large"
"2094","15204",380,1,316.58,"oldest","very rare","large"
"2095","15205",108,2,326.62,"old","rare","large"
"2096","15206",33,4,105.075,"very recent","frequent","small"
"2097","15208",24,5,174.024,"very recent","frequent","small"
"2098","15210",248,1,331.18,"oldest","very rare","large"
"2099","15211",83,2,447.205,"old","rare","very large"
"2100","15212",264,1,101.8,"oldest","very rare","small"
"2101","15213",341,2,164.175,"oldest","rare","small"
"2102","15214",24,8,207.68,"very recent","frequent","medium"
"2103","15215",69,3,244.98,"recent","rare","medium"
"2104","15216",110,1,96.6,"old","very rare","small"
"2105","15218",33,11,523.353636363636,"very recent","very frequent","very large"
"2106","15219",199,1,305.75,"oldest","very rare","large"
"2107","15220",74,6,296.493333333333,"old","frequent","large"
"2108","15221",389,1,403.25,"oldest","very rare","large"
"2109","15222",341,1,585,"oldest","very rare","very large"
"2110","15223",248,2,377.875,"oldest","rare","large"
"2111","15224",381,2,161.04,"oldest","rare","small"
"2112","15225",257,1,409.4,"oldest","very rare","large"
"2113","15226",333,1,154.41,"oldest","very rare","small"
"2114","15227",59,5,243.88,"recent","frequent","medium"
"2115","15228",89,4,846.6775,"old","frequent","very large"
"2116","15230",262,2,214.8,"oldest","rare","medium"
"2117","15232",136,2,306.03,"old","rare","large"
"2118","15234",299,1,197,"oldest","very rare","medium"
"2119","15235",240,12,187.2925,"oldest","very frequent","medium"
"2120","15236",321,1,321.05,"oldest","very rare","large"
"2121","15237",24,4,353.08,"very recent","frequent","large"
"2122","15238",52,3,357.33,"recent","rare","large"
"2123","15239",33,2,390.295,"very recent","rare","large"
"2124","15240",67,5,341.314,"recent","frequent","large"
"2125","15241",89,8,219.555,"old","frequent","medium"
"2126","15243",97,1,316.68,"old","very rare","large"
"2127","15244",88,2,315.785,"old","rare","large"
"2128","15245",157,3,838.613333333333,"old","rare","very large"
"2129","15246",261,2,257.075,"oldest","rare","medium"
"2130","15247",145,1,356,"old","very rare","large"
"2131","15249",54,13,514.496923076923,"recent","very frequent","very large"
"2132","15251",32,11,953.180909090909,"very recent","very frequent","very large"
"2133","15252",59,2,370.39,"recent","rare","large"
"2134","15253",39,5,183.64,"very recent","frequent","medium"
"2135","15254",150,1,300.36,"old","very rare","large"
"2136","15255",89,1,890.85,"old","very rare","very large"
"2137","15256",171,1,98.45,"oldest","very rare","small"
"2138","15257",306,1,317.15,"oldest","very rare","large"
"2139","15258",191,2,311.58,"oldest","rare","large"
"2140","15260",123,7,258.681428571429,"old","frequent","medium"
"2141","15261",158,1,254.82,"old","very rare","medium"
"2142","15262",346,1,178.95,"oldest","very rare","medium"
"2143","15263",129,1,156.51,"old","very rare","small"
"2144","15264",87,1,393.74,"old","very rare","large"
"2145","15265",174,2,753.06,"oldest","rare","very large"
"2146","15266",361,1,119.3,"oldest","very rare","small"
"2147","15267",45,5,343.472,"recent","frequent","large"
"2148","15269",46,1,408.8,"recent","very rare","large"
"2149","15270",38,7,339.927142857143,"very recent","frequent","large"
"2150","15271",30,15,167.138,"very recent","very frequent","small"
"2151","15272",80,2,360.97,"old","rare","large"
"2152","15274",27,2,358.285,"very recent","rare","large"
"2153","15275",60,1,615.14,"recent","very rare","very large"
"2154","15276",89,1,135.31,"old","very rare","small"
"2155","15277",69,1,255.9,"recent","very rare","medium"
"2156","15279",377,1,290.51,"oldest","very rare","medium"
"2157","15280",195,1,113.12,"oldest","very rare","small"
"2158","15281",81,9,259.127777777778,"old","frequent","medium"
"2159","15286",72,1,240.55,"recent","very rare","medium"
"2160","15287",45,2,243.345,"recent","rare","medium"
"2161","15288",66,5,461.304,"recent","frequent","very large"
"2162","15289",52,3,313.26,"recent","rare","large"
"2163","15290",27,18,441.29,"very recent","very frequent","very large"
"2164","15291",48,15,311.22,"recent","very frequent","large"
"2165","15292",224,1,180.94,"oldest","very rare","medium"
"2166","15296",73,6,612.143333333333,"recent","frequent","very large"
"2167","15297",33,3,213.98,"very recent","rare","medium"
"2168","15298",25,12,399.991666666667,"very recent","very frequent","large"
"2169","15299",90,7,643.858571428572,"old","frequent","very large"
"2170","15300",87,1,496.44,"old","very rare","very large"
"2171","15301",73,12,422.529166666667,"recent","very frequent","large"
"2172","15303",313,1,574.02,"oldest","very rare","very large"
"2173","15304",83,8,86.8,"old","frequent","small"
"2174","15306",87,3,391.45,"old","rare","large"
"2175","15307",118,1,205.3,"old","very rare","medium"
"2176","15308",297,1,310.47,"oldest","very rare","large"
"2177","15311",23,91,667.779120879121,"very recent","very frequent","very large"
"2178","15312",98,4,231.2125,"old","frequent","medium"
"2179","15313",133,1,52,"old","very rare","small"
"2180","15314",222,1,327.97,"oldest","very rare","large"
"2181","15315",87,2,285.25,"old","rare","medium"
"2182","15316",349,1,165,"oldest","very rare","small"
"2183","15318",26,1,312.62,"very recent","very rare","large"
"2184","15319",306,1,204.5,"oldest","very rare","medium"
"2185","15320",67,1,267.13,"recent","very rare","medium"
"2186","15321",93,3,916.103333333333,"old","rare","very large"
"2187","15322",108,1,679.68,"old","very rare","very large"
"2188","15325",126,1,162.29,"old","very rare","small"
"2189","15326",356,1,311.71,"oldest","very rare","large"
"2190","15327",75,1,208.75,"old","very rare","medium"
"2191","15329",62,3,349.9,"recent","rare","large"
"2192","15330",55,2,357.48,"recent","rare","large"
"2193","15332",389,4,415.265,"oldest","frequent","large"
"2194","15333",231,1,1028.56,"oldest","very rare","very large"
"2195","15334",179,3,117.223333333333,"oldest","rare","small"
"2196","15335",76,1,173.97,"old","very rare","small"
"2197","15339",89,2,287.035,"old","rare","medium"
"2198","15341",103,1,2020.52,"old","very rare","very large"
"2199","15342",152,1,406.09,"old","very rare","large"
"2200","15343",110,1,364.5,"old","very rare","large"
"2201","15344",23,3,187.98,"very recent","rare","medium"
"2202","15345",68,1,393.54,"recent","very rare","large"
"2203","15346",355,1,252.42,"oldest","very rare","medium"
"2204","15347",389,1,201.6,"oldest","very rare","medium"
"2205","15348",95,1,158.04,"old","very rare","small"
"2206","15349",181,2,236.905,"oldest","rare","medium"
"2207","15350",396,1,115.65,"oldest","very rare","small"
"2208","15351",35,7,280.015714285714,"very recent","frequent","medium"
"2209","15353",277,2,388.51,"oldest","rare","large"
"2210","15355",52,2,138.525,"recent","rare","small"
"2211","15356",54,10,276.65,"recent","frequent","medium"
"2212","15358",27,22,379.418181818182,"very recent","very frequent","large"
"2213","15360",62,1,427.93,"recent","very rare","large"
"2214","15361",384,1,418.92,"oldest","very rare","large"
"2215","15363",395,1,326,"oldest","very rare","large"
"2216","15364",118,2,456.595,"old","rare","very large"
"2217","15365",48,7,330.617142857143,"recent","frequent","large"
"2218","15366",98,2,301.255,"old","rare","large"
"2219","15367",80,4,469.3975,"old","frequent","very large"
"2220","15368",44,1,446.94,"recent","very rare","very large"
"2221","15370",63,7,340.864285714286,"recent","frequent","large"
"2222","15372",160,1,2007.4,"old","very rare","very large"
"2223","15373",31,12,201.325833333333,"very recent","very frequent","medium"
"2224","15374",151,1,168,"old","very rare","small"
"2225","15376",63,3,411.12,"recent","rare","large"
"2226","15379",192,7,529.041428571429,"oldest","frequent","very large"
"2227","15380",31,5,338.052,"very recent","frequent","large"
"2228","15381",236,2,298.425,"oldest","rare","large"
"2229","15382",37,6,992.618333333333,"very recent","frequent","very large"
"2230","15384",192,2,321.205,"oldest","rare","large"
"2231","15385",63,1,316.88,"recent","very rare","large"
"2232","15386",209,1,394.14,"oldest","very rare","large"
"2233","15388",293,1,140.54,"oldest","very rare","small"
"2234","15389",195,1,500,"oldest","very rare","very large"
"2235","15392",27,4,383.8825,"very recent","frequent","large"
"2236","15393",39,2,115.93,"very recent","rare","small"
"2237","15394",32,4,545.885,"very recent","frequent","very large"
"2238","15395",348,1,107.45,"oldest","very rare","small"
"2239","15396",135,1,288.18,"old","very rare","medium"
"2240","15397",312,1,94,"oldest","very rare","small"
"2241","15398",39,2,672.765,"very recent","rare","very large"
"2242","15399",24,3,271.923333333333,"very recent","rare","medium"
"2243","15400",115,5,143.24,"old","frequent","small"
"2244","15402",171,2,313.385,"oldest","rare","large"
"2245","15405",212,1,349.1,"oldest","very rare","large"
"2246","15406",54,2,255.355,"recent","rare","medium"
"2247","15407",56,4,264.11,"recent","frequent","medium"
"2248","15408",287,1,267.18,"oldest","very rare","medium"
"2249","15410",107,8,431.355,"old","frequent","very large"
"2250","15411",49,4,339.72,"recent","frequent","large"
"2251","15412",194,1,190.53,"oldest","very rare","medium"
"2252","15414",32,3,258.3,"very recent","rare","medium"
"2253","15415",336,1,572.81,"oldest","very rare","very large"
"2254","15416",87,4,996.08,"old","frequent","very large"
"2255","15417",108,1,508.8,"old","very rare","very large"
"2256","15419",47,1,135.86,"recent","very rare","small"
"2257","15421",81,4,237.59,"old","frequent","medium"
"2258","15422",346,2,48.85,"oldest","rare","small"
"2259","15423",61,1,43.5,"recent","very rare","small"
"2260","15424",277,2,191.67,"oldest","rare","medium"
"2261","15426",42,5,289.478,"recent","frequent","medium"
"2262","15427",56,3,494.38,"recent","rare","very large"
"2263","15428",38,1,93.78,"very recent","very rare","small"
"2264","15429",49,2,198.675,"recent","rare","medium"
"2265","15432",46,1,171.19,"recent","very rare","small"
"2266","15433",236,2,266.65,"oldest","rare","medium"
"2267","15434",31,5,208.296,"very recent","frequent","medium"
"2268","15435",45,1,149.29,"recent","very rare","small"
"2269","15436",35,3,374.176666666667,"very recent","rare","large"
"2270","15437",285,1,200.16,"oldest","very rare","medium"
"2271","15438",154,1,156.58,"old","very rare","small"
"2272","15440",77,3,127.893333333333,"old","rare","small"
"2273","15442",271,1,594,"oldest","very rare","very large"
"2274","15443",24,7,462.415714285714,"very recent","frequent","very large"
"2275","15444",32,2,709.13,"very recent","rare","very large"
"2276","15445",287,1,113.5,"oldest","very rare","small"
"2277","15447",353,1,155.17,"oldest","very rare","small"
"2278","15448",335,1,494.64,"oldest","very rare","very large"
"2279","15449",49,3,324.84,"recent","rare","large"
"2280","15450",53,1,429.84,"recent","very rare","large"
"2281","15452",52,3,179.576666666667,"recent","rare","medium"
"2282","15453",24,7,198.338571428571,"very recent","frequent","medium"
"2283","15454",385,1,179.1,"oldest","very rare","medium"
"2284","15456",306,3,149.073333333333,"oldest","rare","small"
"2285","15457",285,1,237.07,"oldest","very rare","medium"
"2286","15458",48,1,161.64,"recent","very rare","small"
"2287","15460",377,1,216.76,"oldest","very rare","medium"
"2288","15462",117,3,78.2,"old","rare","small"
"2289","15463",52,1,126.14,"recent","very rare","small"
"2290","15464",361,1,1048.85,"oldest","very rare","very large"
"2291","15465",42,18,408.59,"recent","very frequent","large"
"2292","15466",108,1,334.53,"old","very rare","large"
"2293","15467",32,3,174.96,"very recent","rare","small"
"2294","15468",74,2,233.755,"old","rare","medium"
"2295","15469",73,2,269.275,"recent","rare","medium"
"2296","15471",25,1,469.48,"very recent","very rare","very large"
"2297","15472",136,1,371.56,"old","very rare","large"
"2298","15473",37,7,253.028571428571,"very recent","frequent","medium"
"2299","15475",100,1,454.11,"old","very rare","very large"
"2300","15478",63,2,720.71,"recent","rare","very large"
"2301","15480",139,1,905.5,"old","very rare","very large"
"2302","15482",38,12,921.246666666667,"very recent","very frequent","very large"
"2303","15483",184,4,58.4525,"oldest","frequent","small"
"2304","15484",24,4,898.5775,"very recent","frequent","very large"
"2305","15485",53,3,858.333333333333,"recent","rare","very large"
"2306","15488",115,1,91.32,"old","very rare","small"
"2307","15489",45,3,378.093333333333,"recent","rare","large"
"2308","15491",118,6,516.681666666667,"old","frequent","very large"
"2309","15492",51,2,329.73,"recent","rare","large"
"2310","15493",55,5,400.36,"recent","frequent","large"
"2311","15494",44,2,649.615,"recent","rare","very large"
"2312","15497",40,2,631.1,"very recent","rare","very large"
"2313","15498",25,27,493.2,"very recent","very frequent","very large"
"2314","15500",31,4,282.89,"very recent","frequent","medium"
"2315","15502",38,12,865.410833333333,"very recent","very frequent","very large"
"2316","15503",385,1,147.09,"oldest","very rare","small"
"2317","15504",104,1,52.83,"old","very rare","small"
"2318","15505",75,5,722.192,"old","frequent","very large"
"2319","15506",45,3,326.42,"recent","rare","large"
"2320","15507",194,1,492.36,"oldest","very rare","very large"
"2321","15508",212,6,166.711666666667,"oldest","frequent","small"
"2322","15510",353,1,250,"oldest","very rare","medium"
"2323","15511",34,5,181.846,"very recent","frequent","medium"
"2324","15512",178,2,60.5,"oldest","rare","small"
"2325","15513",56,19,776.748421052632,"recent","very frequent","very large"
"2326","15514",35,11,376.314545454545,"very recent","very frequent","large"
"2327","15516",67,3,20.81,"recent","rare","small"
"2328","15517",256,1,267.03,"oldest","very rare","medium"
"2329","15518",87,8,242.80625,"old","frequent","medium"
"2330","15520",24,1,343.5,"very recent","very rare","large"
"2331","15521",63,8,375.025,"recent","frequent","large"
"2332","15522",55,2,199.42,"recent","rare","medium"
"2333","15523",107,1,412.01,"old","very rare","large"
"2334","15524",47,1,440,"recent","very rare","very large"
"2335","15525",25,3,275.306666666667,"very recent","rare","medium"
"2336","15526",56,2,74.22,"recent","rare","small"
"2337","15527",41,8,303.7225,"recent","frequent","large"
"2338","15528",277,1,229.33,"oldest","very rare","medium"
"2339","15529",45,11,363.202727272727,"recent","very frequent","large"
"2340","15530",44,4,375.5875,"recent","frequent","large"
"2341","15531",31,2,1003.72,"very recent","rare","very large"
"2342","15532",48,4,395.2325,"recent","frequent","large"
"2343","15533",42,3,269.19,"recent","rare","medium"
"2344","15535",196,4,134.1,"oldest","frequent","small"
"2345","15537",186,1,110.92,"oldest","very rare","small"
"2346","15539",30,1,538.46,"very recent","very rare","very large"
"2347","15540",34,1,213.3,"very recent","very rare","medium"
"2348","15541",137,1,85.13,"old","very rare","small"
"2349","15543",311,1,127.86,"oldest","very rare","small"
"2350","15544",32,9,394.078888888889,"very recent","frequent","large"
"2351","15545",77,2,146.36,"old","rare","small"
"2352","15547",30,14,353.917142857143,"very recent","very frequent","large"
"2353","15549",100,3,564.42,"old","rare","very large"
"2354","15550",27,4,143.9075,"very recent","frequent","small"
"2355","15551",59,1,436.06,"recent","very rare","very large"
"2356","15552",240,1,90.12,"oldest","very rare","small"
"2357","15553",83,1,437.23,"old","very rare","very large"
"2358","15554",300,1,217.2,"oldest","very rare","medium"
"2359","15555",35,16,300.323125,"very recent","very frequent","large"
"2360","15556",47,1,279.77,"recent","very rare","medium"
"2361","15557",51,1,473.65,"recent","very rare","very large"
"2362","15561",34,4,200.1475,"very recent","frequent","medium"
"2363","15562",374,1,134.55,"oldest","very rare","small"
"2364","15563",45,4,350.11,"recent","frequent","large"
"2365","15565",73,2,86.58,"recent","rare","small"
"2366","15567",41,1,186.01,"recent","very rare","medium"
"2367","15568",25,3,252.763333333333,"very recent","rare","medium"
"2368","15569",126,5,275.142,"old","frequent","medium"
"2369","15570",30,12,347.126666666667,"very recent","very frequent","large"
"2370","15571",34,4,162.6075,"very recent","frequent","small"
"2371","15572",27,7,364.694285714286,"very recent","frequent","large"
"2372","15573",54,2,303.725,"recent","rare","large"
"2373","15574",200,4,175.5625,"oldest","frequent","small"
"2374","15576",60,1,940.67,"recent","very rare","very large"
"2375","15577",174,3,86.2933333333333,"oldest","rare","small"
"2376","15578",185,1,127.1,"oldest","very rare","small"
"2377","15579",91,2,174.3,"old","rare","small"
"2378","15581",143,13,283.074615384615,"old","very frequent","medium"
"2379","15582",47,3,227.636666666667,"recent","rare","medium"
"2380","15584",46,4,181.2775,"recent","frequent","medium"
"2381","15585",199,1,455.3,"oldest","very rare","very large"
"2382","15587",73,4,228.42,"recent","frequent","medium"
"2383","15589",278,3,159.51,"oldest","rare","small"
"2384","15592",69,1,388.58,"recent","very rare","large"
"2385","15593",93,1,199.8,"old","very rare","medium"
"2386","15594",38,5,354.356,"very recent","frequent","large"
"2387","15596",123,5,281.318,"old","frequent","medium"
"2388","15597",58,1,324.57,"recent","very rare","large"
"2389","15598",76,1,240.68,"old","very rare","medium"
"2390","15599",49,2,380.87,"recent","rare","large"
"2391","15601",34,14,484.04,"very recent","very frequent","very large"
"2392","15602",31,9,144.207777777778,"very recent","frequent","small"
"2393","15603",101,1,48.48,"old","very rare","small"
"2394","15604",75,1,216.39,"old","very rare","medium"
"2395","15605",59,5,239.646,"recent","frequent","medium"
"2396","15606",84,9,324.462222222222,"old","frequent","large"
"2397","15607",359,1,104.76,"oldest","very rare","small"
"2398","15608",51,4,273.42,"recent","frequent","medium"
"2399","15609",207,1,298.48,"oldest","very rare","large"
"2400","15610",74,1,112.46,"old","very rare","small"
"2401","15611",32,13,122.419230769231,"very recent","very frequent","small"
"2402","15612",59,2,97.575,"recent","rare","small"
"2403","15615",33,23,452.162608695652,"very recent","very frequent","very large"
"2404","15618",55,4,194.21275,"recent","frequent","medium"
"2405","15619",33,1,336.4,"very recent","very rare","large"
"2406","15620",79,3,517.726666666667,"old","rare","very large"
"2407","15621",27,4,323.2575,"very recent","frequent","large"
"2408","15622",66,9,412.173333333333,"recent","frequent","large"
"2409","15623",164,1,301.03,"old","very rare","large"
"2410","15624",139,4,147.0325,"old","frequent","small"
"2411","15625",126,4,383.565,"old","frequent","large"
"2412","15626",97,2,337.9,"old","rare","large"
"2413","15628",27,9,318.915555555556,"very recent","frequent","large"
"2414","15630",68,2,593.175,"recent","rare","very large"
"2415","15632",38,8,410.66375,"very recent","frequent","large"
"2416","15634",40,1,243.55,"very recent","very rare","medium"
"2417","15636",112,2,362.38,"old","rare","large"
"2418","15637",75,1,223.36,"old","very rare","medium"
"2419","15639",157,1,425.32,"old","very rare","large"
"2420","15640",27,15,834.377333333333,"very recent","very frequent","very large"
"2421","15641",128,4,471.8,"old","frequent","very large"
"2422","15643",214,3,221.333333333333,"oldest","rare","medium"
"2423","15644",189,4,203.25,"oldest","frequent","medium"
"2424","15645",41,1,612.01,"recent","very rare","very large"
"2425","15646",180,3,149.213333333333,"oldest","rare","small"
"2426","15648",227,2,328.675,"oldest","rare","large"
"2427","15649",359,2,408,"oldest","rare","large"
"2428","15651",59,3,215.433333333333,"recent","rare","medium"
"2429","15652",114,1,337.74,"old","very rare","large"
"2430","15653",115,2,438.72,"old","rare","very large"
"2431","15654",32,2,461.265,"very recent","rare","very large"
"2432","15655",266,1,560.67,"oldest","very rare","very large"
"2433","15656",68,4,187.125,"recent","frequent","medium"
"2434","15657",45,1,30,"recent","very rare","small"
"2435","15658",213,5,204.82,"oldest","frequent","medium"
"2436","15659",66,1,306.45,"recent","very rare","large"
"2437","15660",48,9,177.873333333333,"recent","frequent","small"
"2438","15661",340,2,154.9,"oldest","rare","small"
"2439","15663",129,1,138.14,"old","very rare","small"
"2440","15664",73,1,386.43,"recent","very rare","large"
"2441","15665",191,2,1121.005,"oldest","rare","very large"
"2442","15667",62,1,301.32,"recent","very rare","large"
"2443","15668",240,1,76.32,"oldest","very rare","small"
"2444","15669",63,4,171.085,"recent","frequent","small"
"2445","15670",319,1,173.05,"oldest","very rare","small"
"2446","15671",41,7,379.59,"recent","frequent","large"
"2447","15673",111,4,720.255,"old","frequent","very large"
"2448","15674",96,5,489.32,"old","frequent","very large"
"2449","15675",104,3,107.896666666667,"old","rare","small"
"2450","15676",41,3,1145.25333333333,"recent","rare","very large"
"2451","15677",72,1,657.23,"recent","very rare","very large"
"2452","15678",75,1,352.7,"old","very rare","large"
"2453","15679",47,4,195.32,"recent","frequent","medium"
"2454","15680",32,3,444.56,"very recent","rare","very large"
"2455","15681",48,5,285.232,"recent","frequent","medium"
"2456","15683",140,1,193.75,"old","very rare","medium"
"2457","15687",31,9,332.566666666667,"very recent","frequent","large"
"2458","15689",142,2,127.05,"old","rare","small"
"2459","15690",27,2,119.88,"very recent","rare","small"
"2460","15691",275,1,136.8,"oldest","very rare","small"
"2461","15692",51,1,191.04,"recent","very rare","medium"
"2462","15694",23,14,462.814285714286,"very recent","very frequent","very large"
"2463","15695",289,2,204.99,"oldest","rare","medium"
"2464","15696",56,8,342.0575,"recent","frequent","large"
"2465","15699",40,1,309.65,"very recent","very rare","large"
"2466","15700",195,2,348.34,"oldest","rare","large"
"2467","15701",25,4,385.535,"very recent","frequent","large"
"2468","15703",287,1,211.5,"oldest","very rare","medium"
"2469","15704",163,4,573.405,"old","frequent","very large"
"2470","15705",224,1,143.1,"oldest","very rare","small"
"2471","15706",86,4,265.14,"old","frequent","medium"
"2472","15707",58,4,236.395,"recent","frequent","medium"
"2473","15708",63,7,480.605714285714,"recent","frequent","very large"
"2474","15709",306,1,133.25,"oldest","very rare","small"
"2475","15712",32,5,214.472,"very recent","frequent","medium"
"2476","15713",166,2,178.35,"oldest","rare","small"
"2477","15714",34,2,165.44,"very recent","rare","small"
"2478","15716",168,4,279.7025,"oldest","frequent","medium"
"2479","15717",257,1,150.3,"oldest","very rare","small"
"2480","15719",55,13,388.123846153846,"recent","very frequent","large"
"2481","15720",47,1,598.73,"recent","very rare","very large"
"2482","15721",34,1,507.08,"very recent","very rare","very large"
"2483","15722",58,5,444.512,"recent","frequent","very large"
"2484","15723",387,1,203.1,"oldest","very rare","medium"
"2485","15724",224,2,109.125,"oldest","rare","small"
"2486","15725",38,1,415.25,"very recent","very rare","large"
"2487","15727",39,7,739.851428571429,"very recent","frequent","very large"
"2488","15729",235,1,85,"oldest","very rare","small"
"2489","15730",88,3,373.626666666667,"old","rare","large"
"2490","15732",235,2,147.06,"oldest","rare","small"
"2491","15733",305,1,162.3,"oldest","very rare","small"
"2492","15734",137,2,669.725,"old","rare","very large"
"2493","15737",37,8,150.64,"very recent","frequent","small"
"2494","15738",41,16,300.77625,"recent","very frequent","large"
"2495","15739",89,1,449.12,"old","very rare","very large"
"2496","15740",72,1,154.88,"recent","very rare","small"
"2497","15743",39,4,196.115,"very recent","frequent","medium"
"2498","15744",100,1,34.8,"old","very rare","small"
"2499","15745",42,4,273.6475,"recent","frequent","medium"
"2500","15746",157,1,196.88,"old","very rare","medium"
"2501","15747",35,3,324.68,"very recent","rare","large"
"2502","15748",63,1,149.31,"recent","very rare","small"
"2503","15749",258,3,14844.7666666667,"oldest","rare","very large"
"2504","15750",25,8,308.185,"very recent","frequent","large"
"2505","15752",62,7,376.768571428571,"recent","frequent","large"
"2506","15753",327,1,79.2,"oldest","very rare","small"
"2507","15754",74,3,152.856666666667,"old","rare","small"
"2508","15755",33,6,394.041666666667,"very recent","frequent","large"
"2509","15756",84,4,133.24,"old","frequent","small"
"2510","15757",88,2,357.21,"old","rare","large"
"2511","15758",47,1,205.25,"recent","very rare","medium"
"2512","15759",241,3,84.3466666666667,"oldest","rare","small"
"2513","15762",88,2,291.875,"old","rare","medium"
"2514","15763",54,2,543.46,"recent","rare","very large"
"2515","15764",111,6,546.661666666667,"old","frequent","very large"
"2516","15766",87,1,315.06,"old","very rare","large"
"2517","15768",138,3,207.276666666667,"old","rare","medium"
"2518","15769",30,26,2163.56615384615,"very recent","very frequent","very large"
"2519","15773",28,1,635.68,"very recent","very rare","very large"
"2520","15774",91,1,270.8,"old","very rare","medium"
"2521","15775",268,1,104.9,"oldest","very rare","small"
"2522","15776",156,1,241.62,"old","very rare","medium"
"2523","15777",264,4,261.7775,"oldest","frequent","medium"
"2524","15780",206,3,158.426666666667,"oldest","rare","small"
"2525","15781",48,3,115.153333333333,"recent","rare","small"
"2526","15782",32,3,871.58,"very recent","rare","very large"
"2527","15783",33,1,246.3,"very recent","very rare","medium"
"2528","15785",55,5,465.794,"recent","frequent","very large"
"2529","15786",69,3,1644.06666666667,"recent","rare","very large"
"2530","15787",49,3,316.016666666667,"recent","rare","large"
"2531","15789",381,1,351.3,"oldest","very rare","large"
"2532","15790",33,1,220.85,"very recent","very rare","medium"
"2533","15791",66,2,806.345,"recent","rare","very large"
"2534","15793",37,3,321.87,"very recent","rare","large"
"2535","15795",172,1,610.01,"oldest","very rare","very large"
"2536","15796",24,8,338.945,"very recent","frequent","large"
"2537","15797",136,4,551.85,"old","frequent","very large"
"2538","15799",98,3,294.713333333333,"old","rare","large"
"2539","15800",130,2,349.54,"old","rare","large"
"2540","15801",69,3,354.65,"recent","rare","large"
"2541","15802",165,1,451.42,"oldest","very rare","very large"
"2542","15803",74,1,415.82,"old","very rare","large"
"2543","15804",23,13,323.568461538462,"very recent","very frequent","large"
"2544","15805",46,17,325.204705882353,"recent","very frequent","large"
"2545","15806",69,3,261.526666666667,"recent","rare","medium"
"2546","15807",73,3,301.3,"recent","rare","large"
"2547","15808",329,4,933.7425,"oldest","frequent","very large"
"2548","15809",59,5,103.154,"recent","frequent","small"
"2549","15810",101,4,347.995,"old","frequent","large"
"2550","15811",45,6,369.77,"recent","frequent","large"
"2551","15812",130,5,360.228,"old","frequent","large"
"2552","15813",230,2,651.955,"oldest","rare","very large"
"2553","15814",39,4,486.3325,"very recent","frequent","very large"
"2554","15815",86,5,420.12,"old","frequent","large"
"2555","15819",72,4,476.3625,"recent","frequent","very large"
"2556","15820",342,1,206.98,"oldest","very rare","medium"
"2557","15821",67,2,285.48,"recent","rare","medium"
"2558","15822",26,2,442.735,"very recent","rare","very large"
"2559","15823",395,1,15,"oldest","very rare","small"
"2560","15825",195,1,532.94,"oldest","very rare","very large"
"2561","15826",79,3,551.436666666667,"old","rare","very large"
"2562","15827",96,14,131.149285714286,"old","very frequent","small"
"2563","15829",122,2,318.07,"old","rare","large"
"2564","15830",60,1,576,"recent","very rare","very large"
"2565","15831",81,3,267.253333333333,"old","rare","medium"
"2566","15832",277,1,836.79,"oldest","very rare","very large"
"2567","15834",93,4,558.4375,"old","frequent","very large"
"2568","15835",67,4,238.5225,"recent","frequent","medium"
"2569","15836",73,1,137.37,"recent","very rare","small"
"2570","15837",87,1,391.98,"old","very rare","large"
"2571","15838",34,19,1770.68842105263,"very recent","very frequent","very large"
"2572","15839",56,3,349.496666666667,"recent","rare","large"
"2573","15840",81,2,177.78,"old","rare","small"
"2574","15841",95,4,306.015,"old","frequent","large"
"2575","15843",326,1,118.95,"oldest","very rare","small"
"2576","15844",69,1,130.74,"recent","very rare","small"
"2577","15845",40,8,463.97125,"very recent","frequent","very large"
"2578","15847",61,2,194.635,"recent","rare","medium"
"2579","15850",42,2,119.425,"recent","rare","small"
"2580","15852",209,2,80.355,"oldest","rare","small"
